activityId,actors,category,subcategory,city
2321,,儿童亲子,其他儿童亲子,天津
2322,,儿童亲子,其他儿童亲子,天津
2323,,曲苑杂坛,戏曲,天津
2324,,曲苑杂坛,戏曲,天津
2325,,曲苑杂坛,戏曲,天津
2326,,曲苑杂坛,戏曲,天津
2327,,曲苑杂坛,戏曲,天津
2328,,曲苑杂坛,戏曲,天津
2329,,曲苑杂坛,戏曲,天津
2330,,曲苑杂坛,戏曲,天津
2331,,曲苑杂坛,戏曲,天津
2332,艺人：吴青峰,演唱会,其他演唱会,广州
2333,艺人：吴青峰,演唱会,其他演唱会,广州
2334,艺人：吴青峰,演唱会,其他演唱会,广州
2335,艺人：吴青峰,演唱会,其他演唱会,广州
2336,艺人：吴青峰,演唱会,其他演唱会,广州
2337,艺人：吴青峰,演唱会,其他演唱会,广州
2338,艺人：吴青峰,演唱会,其他演唱会,广州
2339,艺人：吴青峰,演唱会,其他演唱会,广州
2340,艺人：吴青峰,演唱会,其他演唱会,广州
2341,艺人：韦礼安,演唱会,流行,国际及港澳台
2342,艺人：韦礼安,演唱会,流行,国际及港澳台
2343,艺人：韦礼安,演唱会,流行,国际及港澳台
2344,艺人：韦礼安,演唱会,流行,国际及港澳台
2345,艺人：韦礼安,演唱会,流行,国际及港澳台
2346,艺人：韦礼安,演唱会,流行,国际及港澳台
2347,艺人：韦礼安,演唱会,流行,国际及港澳台
